customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
4597.0,other,18-25,north,automobile,online,others,4.0,"aammmaziiinnng exxpppeeerrriiieennncce, hhhiggghhhlllyyy rrrecommmmmmeend!",positive,35.0,yes,no
,male,60+,,electronics,online,,4.0,fast delivery and great packaging.,positive,46.0,yes,no
4599.0,other,60+,east,travel,online,facebook marketplace,5.0,"amazing experience, highly recommend!",positive,24.0,yes,no
4600.0,other,46-60,west,home & kitchen,online,meesho,5.0,"amazing experience, highly recommend!",positive,12.0,yes,no
4601.0,other,26-35,south,,online,jiomart,5.0,excellent product! exceeded expectations.,positive,12.0,yes,no
4602.0,other,18-25,east,automobile,online,bigbasket,2.0,lol customer was unhelpful.,negative,13.0,yes,yes
4603.0,male,18-25,west,groceries,online,paytm mall,1.0,customer service was unhelpful.,negative,67.0,no,yes
4604.0,other,46-60,,electronics,online,amazon,1.0,not worth the price.,negative,28.0,yes,yes
4605.0,male,46-60,east,beauty,online,,4.0,fast delivery and great packaging.,positive,10.0,yes,no
4606.0,female,26-35,east,electronics,online,myntra,3.0,,neutral,39.0,yes,no
4607.0,male,18-25,north,automobile,online,reliance digital,3.0,works fine but could be wtf better.,neutral,67.0,no,no
4608.0,female,18-25,east,fashion,online,paytm mall,2.0,late delivery and poor packaging.,negative,26.0,yes,yes
4609.0,other,46-60,east,travel,online,swiggy instamart,2.0,product stopped working after few days.,negative,23.0,yes,yes
4610.0,female,46-60,north,electronics,online,myntra,0.0,netural about the quality.,neutral,52.0,no,no
4611.0,male,26-35,central,groceries,online,reliance digital,2.0,not worth the price.,negative,48.0,no,yes
4612.0,male,46-60,west,groceries,online,flipkart,3.0,average experience overall.,neutral,20.0,yes,no
4613.0,other,60+,west,automobile,online,facebook marketplace,4.0,excellent product! exceeded expectation.s,positive,1.0,yes,no
4614.0,female,36-45,east,home & kitchen,online,paytm mall,2.0,customer service was unhelpful.,,44.0,yes,yes
,female,26-35,central,books,online,reliance digital,3.0,works fine wtf but could be better.,neutral,66.0,,no
4616.0,female,18-25,north,home & kitchen,online,lenskart,0.0,excellent product! exceeded expectations. like,positive,18.0,yes,no
4617.0,male,46-60,central,electronics,online,nykaa,4.0,eexceleelllnnnttt prroddduuucctt! exxxceedeeddd exxpeectttaatiooonns.,positive,32.0,yes,no
4618.0,female,36-45,south,books,online,zepto,1.0,customers ervice was unhelpful.,negative,32.0,yes,yes
4619.0,female,26-35,central,fashion,online,lenskart,2.0,not worth like the price.,negative,34.0,yes,yes
4620.0,other,18-25,north,groceries,online,flipkart,2.0,customer kinda service was unhelpful.,negative,31.0,yes,yes
4621.0,female,60+,south,sports,,meesho,3.0,"delivery ..... was fine, product is decent.",neutral,32.0,yes,no
4622.0,other,60+,east,electronics,online,lenskart,0.0,late delivery and poor packaging. lol,negative,37.0,yes,yes
4623.0,other,36-45,west,sports,online,tata cliq,2.0,nnnoott wwworrtthh ttthhhe,negative,69.0,no,
4624.0,male,26-35,north,beauty,online,swiggy instamart,3.0,neutral about the like quality.,neutral,54.0,no,no
4625.0,female,46-60,south,automobile,online,reliance digital,3.0,neutral the quality.,,14.0,yes,no
4626.0,female,60+,central,electronics,online,,3.0,"delivery was fine, product is decent.",neutral,25.0,yes,no
4627.0,male,36-45,north,books,online,facebook marketplace,3.0,worrrkkksss fffiinee bbuttt cooouuulllddd bbbe beeetttter.,neutral,,no,no
4628.0,male,18-25,central,electronics,online,swiggy instamart,4.0,"amazing experience, highly",positive,46.0,,no
4629.0,other,18-25,west,travel,online,meesho,2.0,product stopped working after few days.,negative,35.0,yes,yes
4630.0,female,18-25,central,home & kitchen,online,jiomart,1.0,product stopped workin gafter few days.,negative,64.0,no,yes
4631.0,male,36-45,central,electronics,online,bigbasket,1.0,cccuusstttomeerr seeerrrviicce wwasss unnheeelpfffuuulll.,negative,34.0,yes,yes
4632.0,male,36-45,,home & kitchen,online,meesho,0.0,very satisfied with the quality.,positive,23.0,yes,no
4633.0,male,36-45,central,beauty,online,reliance digital,2.0,customer service was unhelpful.,negative,52.0,no,
4634.0,male,46-60,east,fashion,online,reliance digital,1.0,very disappointed with the quality.,negative,37.0,yes,yes
4635.0,male,18-25,,home & kitchen,online,meesho,1.0,ont worth the price.,negative,11.0,yes,yes
4636.0,other,60+,central,home & kitchen,online,meesho,4.0,"aaamaazzinngg eexxxppperrrieeencee, hhhihgggllyyy reecccommmmmeeend!",positive,22.0,yes,no
4637.0,other,26-35,east,fashion,online,facebook marketplace,2.0,errr customer service was unhelpful.,negative,60.0,no,yes
4638.0,female,36-45,west,beauty,online,,0.0,"product is okay, special.",neutral,59.0,no,no
4639.0,female,26-35,west,electronics,online,flipkart,4.0,great value for money. like,positive,52.0,no,no
4640.0,other,26-35,south,home & kitchen,online,others,2.0,customer serviec was unhelpful.,negative,21.0,yes,yes
4641.0,other,60+,central,fashion,online,snapdeal,1.0,not worth idk the price.,negative,12.0,yes,yes
4642.0,male,,central,,online,lenskart,2.0,ppprrroodduuucct sstoppppeeeddd wwooorrkinnggg afftteerrr fffeeww ddyyyasss.,negative,70.0,,yes
4643.0,other,36-45,east,beauty,,lenskart,3.0,"delivery was fine, product is decent. errr",neutral,37.0,yes,
4644.0,male,36-45,east,travel,online,others,3.0,"delivery was fine, product is decent.",neutral,5.0,yes,no
4645.0,male,36-45,north,groceries,online,croma,5.0,excellent product! exceeded wtf expectations.,positive,63.0,,no
,female,26-35,west,sports,online,ajio,1.0,wtf nottt wortth tthe pppriccee.,negative,64.0,no,yes
4647.0,other,26-35,central,fashion,online,zepto,5.0,delivery and great packaging.,positive,34.0,,no
4648.0,male,60+,central,automobile,online,snapdeal,,product stopped working umm after few days.,negative,57.0,no,yes
4649.0,male,26-35,east,automobile,online,shopclues,5.0,veeerrryy ssaatiiisfieeddd witth ttthhe qqquuaallliittyy.,positive,63.0,no,no
4650.0,male,36-45,central,groceries,online,myntra,3.0,"delivery was fine, product is decent.",neutral,11.0,yes,
4651.0,female,26-35,west,home & kitchen,online,others,1.0,very disappointed wtf with the quality.,negative,14.0,yes,yes
4652.0,other,46-60,east,sports,online,amazon,3.0,neutral about the quality.,neutral,48.0,no,no
4653.0,male,60+,central,sports,online,others,,,,71.0,no,no
4654.0,male,60+,north,automobile,online,boat,3.0,neutral about idk the quality.,neutral,3.0,yes,no
4655.0,male,18-25,west,fashion,online,amazon,1.0,no tumm worth the price.,negative,9.0,yes,yes
4656.0,male,18-25,west,groceries,online,croma,5.0,"aaammmaaazziiinnnggg iidkk exxppperrriiienccee, hhhiigghlyyy reeeccommmmmmeeennd!",positive,4.0,yes,no
4657.0,male,26-35,east,books,online,,4.0,fast delivery and great,positive,22.0,no,no
4658.0,female,36-45,west,books,online,facebook marketplace,5.0,aammazziiing llliikkee hiighlyy rreccoommmmmennnddd!,positive,41.0,yes,no
4659.0,,18-25,central,books,online,,5.0,excellent product! exceeded expectations.,positive,,yes,no
4660.0,female,60+,east,automobile,online,tata cliq,4.0,ggreeeaattt vvvaaallluuue foorrr mmmoonneeey.,positive,42.0,yes,no
,other,60+,south,electronics,online,amazon,3.0,neutral about the quality.,neutral,6.333333333333333,yes,no
4662.0,female,36-45,east,,online,zepto,0.0,excellent product! exceeded expectations. idk,positive,23.0,yes,no
4663.0,male,46-60,east,home & kitchen,online,nykaa,1.0,customer service was unhelpful.,negative,10.0,yes,yes
4664.0,female,36-45,east,home & kitchen,online,jiomart,2.0,very disappointed with the quality.,negative,,no,yes
4665.0,male,46-60,south,beauty,online,,2.0,product stopped working after few days. errr,negative,44.0,yes,yes
4666.0,other,60+,east,fashion,online,,2.0,nnottt woorrrth tttheee rrpiiicccee.,negative,43.0,yes,yes
4667.0,male,18-25,south,books,online,paytm mall,1.0,service was unhelpful.,negative,24.0,yes,yes
4668.0,male,26-35,central,beauty,online,croma,3.0,average experience overall.,neutral,46.0,yes,no
4669.0,other,36-45,east,electronics,online,amazon,,customer service was unhelpful.,negative,61.0,no,yes
4670.0,female,60+,,books,online,swiggy instamart,4.0,excellent product! exceeded expectations.,positive,44.0,yes,no
4671.0,male,36-45,,home & kitchen,online,snapdeal,5.0,very satisfied with the quality.,positive,61.0,no,no
4672.0,other,26-35,south,sports,online,reliance digital,4.0,fast delivery and kinda great packaging.,positive,29.0,yes,no
4673.0,male,18-25,south,groceries,online,facebook marketplace,4.0,satisfied with the quality.,positive,56.0,no,no
4674.0,other,36-45,east,groceries,online,,4.0,fast delivery and great packaging.,positive,1.6666666666666667,yes,
4675.0,other,,west,home & kitchen,online,swiggy instamart,2.0,vveeryy diissappppoinnnteeedd wwwiith tttheee qquuuaaaliiittyyy.,negative,56.0,no,yes
4676.0,female,26-35,east,groceries,online,ajio,1.0,product stopped working after few idk days.,negative,41.0,yes,yes
4677.0,female,60+,central,electronics,online,facebook marketplace,2.0,product stopped working after few days.,negative,20.0,yes,yes
4678.0,female,36-45,east,automobile,online,zepto,2.0,customer srevice was unhelpful.,negative,59.0,no,yes
,female,18-25,central,sports,online,boat,3.0,neutral about the quality.,neutral,43.0,yes,no
4680.0,male,18-25,north,beauty,online,nykaa,2.0,customer service was unhelpful.,negative,65.0,no,yes
4681.0,male,26-35,south,books,online,amazon,,wwwooorkkks ffiiine ccuuuolddd be betttter.,neutral,51.0,no,no
4682.0,male,18-25,,beauty,online,,3.0,avvverragggee eexxppeeerriiienccceee ovveeerrallll.,neutral,10.0,yes,no
4683.0,other,36-45,south,groceries,online,zepto,4.0,excellent product! exceeded expectations.,positive,70.0,no,no
4684.0,male,36-45,west,sports,online,swiggy instamart,2.0,very disappointed with quality.,negative,53.0,,yes
4685.0,female,60+,east,books,online,others,4.0,very satisfied with idk quality.,positive,61.0,no,
4686.0,other,26-35,east,automobile,online,paytm mall,4.0,excellent prdouct! exceeded expectations.,positive,,yes,no
4687.0,other,26-35,east,sports,online,shopclues,3.0,"product is okay, nothing",neutral,48.0,no,no
4688.0,male,,central,sports,online,swiggy instamart,4.0,fast umm delivery and great packaging.,positive,,yes,no
4689.0,male,46-60,west,travel,online,flipkart,2.0,customer service was unhelpful.,negative,,yes,yes
4690.0,other,18-25,central,automobile,,lenskart,2.0,customer service was wtf unhelpful.,negative,5.0,yes,yes
4691.0,male,18-25,north,automobile,online,flipkart,4.0,amazing highly recommend!,positive,5.0,yes,no
4692.0,male,18-25,central,sports,online,others,,excellent product! exceeded expectations.,positive,70.0,no,no
4693.0,other,46-60,central,,online,reliance digital,,"delivery was fine, product is decent.",neutral,9.0,yes,no
4694.0,other,26-35,central,travel,online,swiggy instamart,2.0,very disappointed with the quality.,negative,54.0,no,yes
4695.0,other,60+,east,groceries,online,snapdeal,1.0,product stopped working few days.,negative,,no,yes
4696.0,other,36-45,east,automobile,online,snapdeal,1.0,,negative,8.333333333333334,yes,yes
4697.0,male,60+,east,sports,online,,4.0,very satisfied with the quality.,positive,3.0,yes,no
4698.0,male,26-35,central,beauty,online,others,4.0,"amazing experience, highly recommend!",,61.0,no,no
4699.0,male,36-45,central,,online,swiggy instamart,3.0,"delivery was fine, product is decent.",neutral,43.0,yes,no
4700.0,male,,central,travel,online,croma,4.0,very satisfied with the quality.,positive,11.0,yes,
4701.0,other,60+,central,travel,online,snapdeal,3.0,"prroduuuccttt iis oookaayyy, noothhiiing sppeeeccciall.",neutral,41.0,yes,no
4702.0,male,36-45,west,travel,online,tata cliq,4.0,"amazing experience, highly recommend!",positive,25.0,yes,no
4703.0,female,18-25,south,home & kitchen,online,facebook marketplace,3.0,"delivery was fine, product is decent.",neutral,44.0,yes,no
4704.0,other,46-60,north,groceries,online,reliance digital,1.0,late deilvery and poor packaging.,negative,4.0,yes,yes
4705.0,other,,central,electronics,,boat,4.0,fast delivery and great packaging.,positive,18.0,yes,no
,,46-60,north,books,online,bigbasket,3.0,"delivery was fnie, product is decent.",neutral,32.0,yes,no
4707.0,female,60+,north,automobile,online,swiggy instamart,4.0,fast delivery and great packaging.,positive,65.0,no,no
4708.0,female,26-35,east,travel,online,shopclues,4.0,"amazing experience, highly recommend!",positive,19.0,yes,no
4709.0,other,36-45,west,automobile,online,facebook marketplace,3.0,wwwooorrrkkksss ffiiinneee buut ccouuullddd bbbe bettttterr.,neutral,14.0,yes,no
4710.0,female,60+,west,fashion,online,zepto,1.0,cusotmer ..... service was unhelpful.,negative,71.0,no,yes
4711.0,male,46-60,,home & kitchen,online,lenskart,5.0,excellent product! exceeded expectations.,positive,36.0,yes,no
4712.0,other,46-60,east,groceries,online,nykaa,5.0,"amazing experience, highly recommend!",,14.0,yes,no
4713.0,other,46-60,central,automobile,,snapdeal,5.0,"amazing experience, highly recommend!",positive,5.0,yes,no
4714.0,female,46-60,west,groceries,online,,1.0,customer service unhelpful.,negative,13.0,yes,yes
4715.0,male,18-25,central,travel,online,bigbasket,3.0,neutral the quality. idk,neutral,23.0,yes,no
4716.0,female,26-35,west,sports,online,croma,1.0,product stopped working few days.,,4.0,yes,yes
4717.0,other,46-60,north,groceries,online,paytm mall,4.0,great value money.,positive,3.0,yes,no
4718.0,other,26-35,south,travel,online,bigbasket,4.0,fast delivery and great packaging.,positive,36.0,yes,no
4719.0,female,46-60,north,beauty,online,tata cliq,4.0,very satisfied with the quality.,positive,61.0,no,no
4720.0,,36-45,north,home & kitchen,online,shopclues,3.0,neutral about the quality.,neutral,6.0,yes,no
4721.0,female,46-60,central,groceries,online,swiggy instamart,4.0,satisfied with the qulaity.,positive,52.0,no,no
4722.0,other,26-35,west,automobile,online,others,4.0,vveerrryyy sssatiissfiiieeddd wittth tthe quaalityyy.,positive,55.0,,no
4723.0,other,26-35,central,,online,tata cliq,5.0,"amazing experience, highly recommend!",positive,64.0,no,no
4724.0,male,46-60,south,books,online,others,3.0,average experience overall.,neutral,30.0,yes,no
4725.0,male,18-25,central,electronics,online,nykaa,1.0,customer service was unhelpful.,negative,,no,yes
4726.0,female,26-35,central,,online,reliance digital,5.0,fast and great packaging.,positive,71.0,no,no
4727.0,male,60+,north,automobile,online,meesho,2.0,product stopped workign after few days.,negative,,yes,yes
4728.0,other,18-25,central,sports,online,amazon,5.0,"amazing experience, highly errr",positive,5.0,yes,
4729.0,male,36-45,north,fashion,online,nykaa,,..... amazing highly recommend!,positive,28.0,yes,no
4730.0,female,18-25,east,sports,online,reliance digital,4.0,"amazing experience, highly recommend! umm",positive,32.0,yes,no
4731.0,other,46-60,north,,,nykaa,2.0,lol not worth the price.,negative,50.0,no,yes
4732.0,other,18-25,east,home & kitchen,online,snapdeal,3.0,"delivery was fine, product is decent.",neutral,69.0,no,no
4733.0,other,36-45,north,travel,online,ajio,5.0,vrey satisfied with the quality.,positive,5.0,yes,no
4734.0,,36-45,central,fashion,online,flipkart,2.0,very disappointed the quality.,negative,31.0,yes,yes
4735.0,other,46-60,east,travel,online,shopclues,,not worth the price.,negative,59.0,no,yes
4736.0,female,18-25,central,groceries,online,facebook marketplace,4.0,"amazing experience, highly recommend!",positive,25.0,yes,no
4737.0,male,36-45,east,automobile,online,lenskart,5.0,very satisfied with the quality.,positive,66.0,no,no
4738.0,female,36-45,east,home & kitchen,online,swiggy instamart,4.0,excellent product! exceeded expectations.,positive,,yes,no
4739.0,female,26-35,west,sports,online,amazon,2.0,product stopped working after few days.,negative,8.0,yes,yes
4740.0,,26-35,central,sports,online,croma,4.0,great value ofr money.,positive,43.0,yes,no
4741.0,male,46-60,south,beauty,online,snapdeal,5.0,"aaammmaazzzinnggg eeexpeeerrieencee, hiiighhlyy reeeooccmmmmennnd!",positive,45.0,yes,no
4742.0,female,36-45,east,books,online,zepto,1.0,late delivery and poor packaging.,negative,23.0,yes,yes
4743.0,female,36-45,south,travel,online,lenskart,4.0,very satisfied with the quality.,positive,59.0,no,no
4744.0,male,60+,north,fashion,,lenskart,4.0,excellent product! exceeded expectations.,positive,41.0,yes,no
4745.0,other,36-45,central,books,online,myntra,3.0,"delivery was fine, product is decent.",neutral,34.0,yes,no
4746.0,male,60+,east,sports,online,others,2.0,not worth umm the price.,negative,66.0,no,yes
4747.0,other,60+,,beauty,,myntra,5.0,"amazing experience, highly recommend!",positive,31.0,yes,no
4748.0,male,36-45,west,fashion,online,paytm mall,3.0,"ppprooddduccct iiisss oookay, noottthhiiing sspppeeeciiiaalll.",neutral,41.0,yes,no
4749.0,,26-35,,sports,online,swiggy instamart,5.0,excellent product! like exceeded expectations.,positive,49.0,no,no
4750.0,female,36-45,,groceries,online,shopclues,4.0,excellent exceeded expectations.,positive,5.0,yes,no
4751.0,male,18-25,east,electronics,online,tata cliq,2.0,cussstttommerrr sservvviicce unnhhheeellpful.,,12.0,yes,yes
4752.0,male,46-60,north,fashion,online,reliance digital,5.0,very satisfied with quality.,positive,,yes,no
,other,26-35,east,electronics,online,lenskart,2.0,,negative,35.0,yes,yes
4754.0,other,60+,east,home & kitchen,online,tata cliq,1.0,product stopped working after few days.,negative,51.0,no,yes
4755.0,male,46-60,,fashion,online,bigbasket,1.0,late delivery and poor packaging.,negative,42.0,yes,yes
4756.0,female,36-45,east,books,online,shopclues,0.0,late delivery and poor packaging.,negative,43.0,yes,yes
4757.0,,18-25,east,home & kitchen,online,facebook marketplace,2.0,product stopped working after few days.,negative,48.0,no,yes
4758.0,male,18-25,central,groceries,online,myntra,1.0,customer service errr was unhelpful.,negative,10.0,yes,yes
4759.0,female,46-60,north,automobile,online,shopclues,5.0,"errr amazinge xperience, highly recommend!",positive,36.0,yes,no
4760.0,other,46-60,west,electronics,online,nykaa,4.0,excellent product! exceeded expectations.,positive,31.0,yes,no
,other,26-35,west,groceries,online,croma,1.0,not worth the price.,negative,50.0,no,yes
4762.0,other,18-25,south,fashion,online,others,1.0,product stopped working after few days.,negative,38.0,yes,
4763.0,male,26-35,south,beauty,online,facebook marketplace,5.0,very satisfied with the quality.,positive,34.0,yes,no
4764.0,male,46-60,central,books,online,,1.0,late delivery and poro packaging.,negative,28.0,yes,yes
4765.0,female,36-45,south,beauty,online,tata cliq,1.0,service wsa unhelpful.,negative,62.0,no,yes
4766.0,male,18-25,west,groceries,online,zepto,1.0,customer service was unhelpful.,negative,66.0,no,yes
4767.0,female,18-25,east,electronics,online,nykaa,4.0,fast delivery and great packaigng.,positive,52.0,no,no
4768.0,male,18-25,central,travel,online,jiomart,4.0,"aamaaazzinng eeepppxxxeriennnceee, hhiiiggghlllyyy reeeccooommmeennd!",positive,70.0,no,no
4769.0,male,46-60,west,beauty,online,myntra,,works fine but could be better.,neutral,3.0,yes,no
4770.0,male,46-60,central,sports,online,bigbasket,1.0,not worth the price.,,55.0,no,yes
4771.0,,36-45,central,beauty,online,myntra,3.0,"product is okay, nothing special.",neutral,37.0,yes,no
4772.0,other,46-60,north,beauty,online,zepto,3.0,works fine but could be better. wtf,neutral,66.0,no,no
4773.0,male,,central,electronics,online,reliance digital,2.0,late delivery andp oor packaging.,negative,25.0,yes,yes
4774.0,other,36-45,central,beauty,online,bigbasket,1.0,late delivery and ..... poor packaging.,,67.0,no,yes
4775.0,male,26-35,north,groceries,online,zepto,1.0,customer service was unhelpful.,negative,16.0,yes,yes
4776.0,male,60+,east,automobile,online,flipkart,4.0,,positive,25.0,yes,no
4777.0,female,36-45,south,groceries,online,lenskart,4.0,very satisfied with the quality.,positive,30.0,yes,no
4778.0,,60+,central,books,online,reliance digital,1.0,pprooodduuuccctt ssstttopppeddd lliiikee woorkiiinggg affftterr ffeeeww dayys.,negative,25.0,yes,yes
4779.0,,36-45,south,sports,online,amazon,0.0,lllattteee dddelivveeerrryyy aaannd pppacckkaagiiing.,negative,23.0,yes,yes
4780.0,male,36-45,north,fashion,online,amazon,2.0,prodduuct stoppppeeedd wwwooorrkkkinnnggg aaaftterr ffeeewww daaayyys.,negative,3.0,yes,yes
,other,60+,north,,online,paytm mall,5.0,amazing highly recommend!,positive,21.0,yes,no
4782.0,female,60+,west,groceries,online,facebook marketplace,5.0,excellent product! exceeded expectations.,positive,16.0,yes,
4783.0,female,36-45,north,automobile,online,nykaa,1.0,,negative,21.0,yes,yes
4784.0,other,26-35,south,home & kitchen,online,,1.0,customer like was unhelpful.,negative,11.0,yes,yes
4785.0,other,46-60,east,,online,bigbasket,5.0,gggreeeatt vaalluuee ffooorr mmmooonnneyyy.,positive,64.0,no,no
4786.0,female,18-25,north,travel,online,zepto,1.0,late delivery and poor packaging.,negative,12.0,yes,yes
4787.0,female,26-35,north,electronics,,amazon,2.0,late edlivery and poor packaging.,negative,,yes,yes
4788.0,male,60+,central,automobile,online,amazon,4.0,satisfied with the quality.,positive,12.0,yes,no
4789.0,male,60+,east,automobile,online,amazon,1.0,very disappointed with the quality.,negative,6.0,yes,yes
4790.0,female,36-45,south,home & kitchen,online,bigbasket,2.0,product stopped working after few days.,negative,24.0,yes,yes
4791.0,male,26-35,central,groceries,online,flipkart,4.0,vvveeerryyy sssaatisssfiiieeeddd wwith tthhhee qqquuaaalllitty.,positive,52.0,no,no
4792.0,other,60+,north,groceries,online,,2.0,not worth the price.,negative,47.0,yes,yes
4793.0,other,26-35,south,beauty,online,amazon,4.0,aaammmaazinnngg higghllyyy rrreeecoommmmeennnddd! lool,positive,47.0,yes,no
4794.0,male,18-25,central,groceries,online,jiomart,1.0,customer service like was unhelpful.,negative,62.0,no,yes
4795.0,female,18-25,,travel,online,jiomart,5.0,excellent product! exceeded expectations.,positive,6.0,yes,no
4796.0,male,18-25,east,travel,online,,3.0,aavveeeraaagge eexxxpperieeenncceee oovveeralllll.,neutral,13.0,yes,no
4797.0,female,60+,central,travel,online,,3.0,works fine but could be better.,,58.0,no,no
4798.0,male,18-25,east,beauty,online,reliance digital,2.0,nnnooottt wwworrtthh thhe pprriiicee.,negative,47.0,yes,yes
4799.0,female,26-35,west,automobile,online,paytm mall,3.0,average experience overall.,neutral,68.0,no,no
4800.0,female,46-60,central,electronics,online,croma,5.0,very satisfied with the,positive,12.333333333333334,yes,no
4801.0,female,46-60,east,electronics,online,others,5.0,very satisfied with teh quality. errr,positive,31.0,yes,no
4802.0,female,60+,east,automobile,online,lenskart,1.0,very disappointed with the quality.,negative,46.0,yes,yes
4803.0,male,60+,west,sports,online,myntra,3.0,"product is okay, kinda nothing special.",neutral,14.0,yes,no
4804.0,other,,north,electronics,online,tata cliq,5.0,"amazing expereince, highly recommend!",positive,1.0,yes,
4805.0,other,26-35,east,sports,online,facebook marketplace,4.0,fast delivery and greatp ackaging.,positive,25.0,yes,no
4806.0,other,18-25,west,sports,online,paytm mall,1.0,customer service was kinda unhelpful.,negative,60.0,,yes
4807.0,female,60+,south,automobile,online,reliance digital,5.0,excellent product! exceeded expectations.,positive,22.0,yes,no
,other,26-35,west,beauty,online,boat,2.0,late delievry and poor,negative,28.0,,yes
4809.0,female,60+,east,automobile,online,amazon,1.0,very disappointed with the quality.,negative,28.0,yes,yes
4810.0,,26-35,north,automobile,,nykaa,1.0,late delivery and poor pcakaging.,negative,56.0,no,yes
4811.0,male,46-60,north,sports,online,tata cliq,2.0,not worth the price.,negative,13.0,yes,yes
4812.0,male,46-60,east,beauty,online,reliance digital,4.0,excellent product! exceeded expectations.,positive,8.333333333333334,yes,no
4813.0,,46-60,north,books,online,,2.0,product stopped working afterf ew days.,negative,69.0,no,yes
4814.0,female,46-60,south,fashion,online,amazon,2.0,very disappointed with the quality.,negative,69.0,no,yes
4815.0,other,26-35,east,travel,online,bigbasket,3.0,average experience wtf overall.,neutral,9.0,yes,no
4816.0,male,18-25,north,travel,,myntra,1.0,lattteee deelllivvveeerryyy aaannndd pooooorr pppaaccckkkaaaggginng.,negative,48.0,no,yes
4817.0,other,18-25,east,beauty,online,swiggy instamart,2.0,not worth the price.,negative,57.0,no,yes
4818.0,male,36-45,south,travel,online,facebook marketplace,3.0,average experience overall.,neutral,66.0,no,no
4819.0,female,60+,south,automobile,online,boat,,exceeelleeennttt prrroducctt! exxccceeeedeed eeexxpeeecctatttiiioonnsss.,positive,34.0,yes,no
4820.0,other,46-60,central,groceries,online,,2.0,service was unehlpful.,negative,30.0,yes,yes
4821.0,female,46-60,central,groceries,online,meesho,1.0,ccustooommmerr ssseeerrvvviiccce wwaaass uunnnhelllpfful.,negative,62.0,no,yes
4822.0,other,26-35,south,sports,online,swiggy instamart,4.0,excellent product! exceeded expectations.,positive,22.0,yes,no
4823.0,other,36-45,central,home & kitchen,online,amazon,,late ..... delivery and poor pacakging.,negative,54.0,no,
,other,36-45,south,beauty,online,facebook marketplace,3.0,about the quality.,neutral,33.0,yes,no
4825.0,female,18-25,south,groceries,online,ajio,5.0,great value idk for money.,positive,42.0,yes,
4826.0,female,46-60,central,beauty,online,paytm mall,1.0,customer service was unhelpful.,negative,11.0,yes,yes
4827.0,male,26-35,north,groceries,online,reliance digital,,"amazing experience, highly recommend!",positive,215.0,yes,no
4828.0,female,36-45,south,electronics,online,croma,5.0,gggrrreeaat eeerrrrrrr vvaalluue ffforr mmoonneeeyy.,positive,16.0,yes,no
4829.0,other,36-45,central,automobile,online,reliance digital,,very satisfied with the quality.,,28.0,,no
4830.0,,18-25,central,beauty,online,tata cliq,2.0,product stopped working after few days.,negative,27.0,yes,yes
4831.0,female,60+,central,fashion,online,bigbasket,3.0,"delivery was fine, product is decent.",neutral,31.0,yes,no
4832.0,,26-35,central,home & kitchen,online,croma,1.0,dddiiisssaappppointteddd with wwttff ttthhhe qqquuaaalliitttyy.,negative,125.0,yes,yes
4833.0,female,46-60,central,beauty,online,zepto,3.0,product is nothing special.,neutral,70.0,no,no
4834.0,male,46-60,east,books,online,nykaa,3.0,works fine but could better.,,3.0,yes,no
4835.0,other,18-25,south,home & kitchen,online,jiomart,4.0,fast delivery and kinda great packaging.,positive,,yes,no
4836.0,female,26-35,south,books,online,,5.0,very umm satisfied with the quality.,positive,16.0,yes,no
4837.0,male,,north,books,online,croma,1.0,not worth the price.,negative,22.0,,yes
4838.0,male,60+,north,electronics,online,ajio,3.0,neutral about the quality.,neutral,,yes,no
4839.0,other,46-60,central,fashion,online,tata cliq,1.0,product stoppde working after few days.,negative,5.0,yes,yes
4840.0,other,36-45,north,automobile,online,,5.0,fast delivery and errr great,positive,64.0,no,no
4841.0,other,60+,west,beauty,online,lenskart,4.0,"amazing experience, highly recommend!",positive,51.0,,no
4842.0,,36-45,south,fashion,online,tata cliq,1.0,customer service was unhelpful.,negative,15.0,yes,yes
4843.0,male,60+,west,travel,online,boat,5.0,very umm satisfied with the quality.,positive,64.0,no,no
4844.0,male,46-60,east,electronics,online,flipkart,2.0,very disappointed with the quality.,negative,16.0,yes,yes
4845.0,other,18-25,north,groceries,online,reliance digital,5.0,"aammazzzingg kinnddda eeexxxpeerrieeennncee, hiiigghlyyy rrreeecccmooommmendd!",positive,55.0,no,no
4846.0,other,26-35,south,electronics,online,others,4.0,excellent product! exceeded,positive,53.0,no,no
4847.0,other,18-25,west,travel,online,croma,4.0,"amazing experience, highly recommend!",positive,40.0,yes,no
4848.0,male,26-35,central,beauty,online,lenskart,4.0,gerat value for money.,positive,46.0,yes,no
4849.0,male,18-25,south,,online,shopclues,,late delivery and poor packaging.,negative,36.0,yes,yes
,other,,south,books,online,amazon,1.0,very disappointed with the quality.,negative,63.0,no,yes
4851.0,other,18-25,west,home & kitchen,online,swiggy instamart,4.0,,positive,3.0,yes,no
4852.0,other,46-60,east,home & kitchen,online,nykaa,4.0,"amazing experience, highly recommend!",positive,11.0,yes,no
4853.0,male,,north,sports,,bigbasket,4.0,,positive,56.0,no,no
4854.0,male,36-45,north,travel,online,lenskart,4.0,eexxxccceelllllleenttt ppprrrooddduuccctt !eeexxceeeeeeddeeeddd eeexxxpecccttatiiiooonnss.,positive,21.666666666666668,no,no
